id,sender,body,type
149,AX-SBIUPI,"Dear SBI User, your A/c X7819-debited by Rs100.0 on 05Nov22 transfer to Sagar Fruits And Ref No 230968078500. If not done by u, fwd this SMS to 9223008333/Call 1800111109 or 09449112211 to block UPI -SBI",banking
150,AD-SBIUPI,"Dear SBI User, your A/c X7819-debited by Rs30.0 on 05Nov22 transfer to Sagar Fruits And Ref No 230968150710. If not done by u, fwd this SMS to 9223008333/Call 1800111109 or 09449112211 to block UPI -SBI",banking
151,AZ-AIRTEL,"50% Alert!: for your daily highspeed data limit. Get 12GB data at just Rs118, valid till your current pack. Recharge now i.airtel.in/UnlimitedData-1",spam
152,57575704,Telegram code: 60468You can also tap on this link to log in:https://t.me/login/60468oLeq9AcOZkT,otp
153,9.18977E+11,YONOREG 240e8d3f6a13bd5414ce46b68cf0287e0467cb94115590013d312ee3437e65c9a95095ad044c3f0c5660f06de6eb29c40a293520b4aac2e20f97eefa32d184d9,spam
154,BX-SBYONO,"Dear Customer, OTP for registering YONO SBI mobile banking app is 328807. Do not share it with anyone by any means and to be used by you only.",otp
155,BX-SBYONO,"Dear Customer, OTP for registering YONO SBI mobile banking app is 025483. Do not share it with anyone by any means and to be used by you only.",otp
156,JD-SBYONO,"Alert: Dear Customer, you have successfully set your MPIN for YONO SBI mobile banking app. If not done by you please call us on 1800111109.",spam
157,JD-SBYONO,"Dear Customer, YONO SBI app successfully enabled for mobile banking. If not done by you please call us on 1800111109. Never share your ID or Password to anyone and never click on any link shared with you.",spam
158,VK-SBYONO,Congratulations! Your dream My Dream Home of INR 7500000 with tenure of 30 Years 0 Months has been successfully created.-Team YONO SBI,spam
159,AX-RCNTRO,"Dear Customer,Reliance opens Premium Fashion store 'CENTRO' at KarveRd,Nr Garwarecollege,Pune. Enjoy from over 300 + Top Fashionable BrandsGet Rs.1000 Voucher on shop of Rs.5000 or Rs.3000 Voucher on shop of Rs.10000 TnCSee you at store",spam
160,AD-SBIUPI,"Dear SBI User, your A/c X7819-debited by Rs5000.0 on 06Nov22 transfer to 12 Percent Club Ref No 231038289931. If not done by u, fwd this SMS to 9223008333/Call 1800111109 or 09449112211 to block UPI -SBI",banking
161,BK-TWCLUB,"Hi ROHAN UMESH KAVARI,You have successfully added Rs.5000.0 to your 12% Club account. Updated Balance is Rs.6001.32 on which you will earn up to 12% interest daily. Transaction ID is 37606336. Check details: https://12club.in/tdeposit",banking
162,AD-650022,"Want security that is customized for your home?Get Airtel Xsafe, an advanced home surveillance solution with personalized expert installation. https://i.airtel.in/XSafeHassle-Free",spam
163,AZ-650007,"Disney+ Hotstar par India Vs Zimbabwe ko miss na karein!Recharge karein Airtel ke Rs181 pack se aur paye Disney+ Hotstar ka 3 mahine ka subscription, 1GB/din,30din. Benefit maujooda UL pack benefit ke atirikt hai.i.airtel.in/RC181",spam
164,AD-650025,YOU can now Stream content without any interruption! Just switch to Airtel Xstream Fiber & get 16+ OTTs along with superfast WiFi speed at just Rs 699! i.airtel.in/killerspeed,spam
165,AZ-AIRTEL,"50% Alert!: for your daily highspeed data limit. Get 12GB data at just Rs118, valid till your current pack. Recharge now i.airtel.in/UnlimitedData-1",spam
166,AD-650025,Dolby enabled Airtel Xstream Box is now YOURS at just Rs 1500! Enjoy festive season discounts before it's too late! Book Now. i.airtel.in/DTH-OS,spam
167,AZ-AIRTEL,"90% Alert!: for your daily highspeed data limit. Get 3GB + FREE 2GB (on Airtel Thanks App) at Rs58, valid till current pack. Recharge now i.airtel.in/D58",spam
168,9960712184,Hi,spam
169,AZ-AIRINF,"Hi, Payment of Rs. 179.0 done via Debit Card for your airtel prepaid number 9960712184 has been processed. Order Id: 6995018845988651008. You will receive the order confirmation within 1 hrs. Please keep the Order ID for future reference.",bill
170,AD-ARXTRM,"10K+ Movies,17+ OTTs inc.Sony on Airtel Xstream. Download Airtel Xstream App and Claim your 1 OTT of choice subscription at no extra cost. Click open.airtelxstream.in/XMPV2",spam
171,BP-CBSSBI,"Dear Customer, Your A/C XXXXX887819 has a debit by NACH of Rs 7,500.00 on 07/11/22. Avl Bal Rs 53,631.74. Download YONO - SBI",banking
172,AD-650022,"Dear Anupama Umesh Kavari , You're pre-qualified for Airtel Axis Bank Credit Card with credit limit of up to Rs 500000 and annual cashback of Rs 18000. Apply today i.airtel.in/CC_NTC_90A",spam
173,AD-KETVDM,Infodearthisistoinformyouthat Your application has been approved and salary is 16000 RS. Contact: https://api.whatsapp.com/send?phone=919403832944 SVCVDM,spam
174,SHALRT,Recruiter have shortlisted your profile. CTC 5-55 Lacs. Go to klr.pw/Q8OjFc/ Apply now.Team Shine,spam
175,AZ-650001,SIM ki HOME DELIVERY bina kagazi karyawahi ke!Abhi order kare Airtel Prepaid SIM online aur ghar bethe asaani se activate kare.Order ke liye- i.airtel.in/S1,spam
176,AD-650022,Pick up from where you left off! Switch to Airtel Xstream Fiber & don't lose out on FREE router & up to 1 Gbps speed! i.airtel.in/free-router,spam
177,AX-SBIUPI,"Dear SBI User, your A/c X7819-debited by Rs24.0 on 07Nov22 transfer to AMOL TANAJI Ref No 231113798539. If not done by u, fwd this SMS to 9223008333/Call 1800111109 or 09449112211 to block UPI -SBI",banking
178,AD-SBIUPI,"Dear SBI User, your A/c X7819-debited by Rs12.0 on 07Nov22 transfer to AMOL TANAJI Ref No 231114335261. If not done by u, fwd this SMS to 9223008333/Call 1800111109 or 09449112211 to block UPI -SBI",banking
179,AX-SBIUPI,"Dear SBI User, your A/c X7819-debited by Rs50.0 on 07Nov22 transfer to SUNRISE MARKET Ref No 231115679662. If not done by u, fwd this SMS to 9223008333/Call 1800111109 or 09449112211 to block UPI -SBI",banking
180,AZ-AIRTEL,"50% Alert!: for your daily highspeed data limit. Get 12GB data at just Rs118, valid till your current pack. Recharge now i.airtel.in/UnlimitedData-1",spam
181,JX-RRSMRT,Dear Customer!Use your ROne loyalty points in your next shopping @ Smart SuperstoreGive miss call on 9212999888 to know your Available pointsTC,spam
182,AZ-AlRTEL,Avrodh 2 ab Airtel Xstream App par! Payein FREE SonyLiv subscription Airtel Xstream par bina kisi atirikt shulk ke.open.airtelxstream.in/Claim,spam
183,TX-PORTER,"Hey rohan, Looking for an affordable shipping partner? Start shipping at Rs.40*! Ship with Porter Courier Services to 29000+ pin codes. Send now: weurl.co/5oKgoc",spam
184,VM-JERUMY,जंगली रम्मी डाउनलोड करा आणि 8850 रुपये मिळवा http://1kx.in/ac2XjZ,spam
185,AD-ARXTRM,"Hi, Now watch SonyLIV,Lionsgate,ErosNow & more on Airtel Xstream. Get 17+ OTTs at just 149 for 30 days and stream on Smart TV, laptop, mobile, etc. with a single subscription. Subscribe Now open.airtelxstream.in/XPPs",spam
186,VM-PBHTLH,"Exclusive Rs. 10,00,000 Health Plan that covers your Hosp.+Pharma+Lab Bills. Compare- http://nmc.sg/Vkhgg6Vas Policybazaar Insurance Brokers. T&C",spam
187,AZ-AIRTEL,"50% Alert!: for your daily highspeed data limit. Get 12GB data at just Rs118, valid till your current pack. Recharge now i.airtel.in/UnlimitedData-1",spam
188,AZ-650003,Bina kisi atirikt shulk ke apne maujuda pack/plan ke sath Airtel Thanks App ke laabh ko miss na kare! Claim kare Airtel Thanks App par i.airtel.in/app_benefits8,spam
189,AD-650022,"नमस्कार Anupama Umesh Kavari , तुम्ही एयरटेल Axis बँक क्रेडिट कार्ड साठी पूर्व-पात्र आहात,क्रेडिट मर्यादा रु500000 पर्यंत आहे आणि रु18000 चा वार्षिक कॅशबॅक आहे.आजच अँपलय करा i.airtel.in/cc_ntc_90v",spam
190,AD-650025,You're 1 STEP away from getting up to 50% off on Airtel Xstream Box. Book today & enjoy 15+ OTTs! i.airtel.in/DTH-R3,spam
191,JLRMMY,"₹8850 Bonus + ₹2,50,000/- Prize Pool Today! Join GW Daily Finale before 09:30pm on Jungee Rummy!Play & Win:👉 https://jr1.in/win8850",spam
192,ATMSBI,"Dear SBI Customer, Rs.2000 withdrawn at HDF ATM COPUN001 from A/cX7819 on 09Nov22 Transaction Number 231319027652. Available Balance Rs.51545. If not withdrawn by you, forward this SMS to 9223008333 / call 1800111109 or 09449112211 to block your card. Download YONO SBI. Use SBI ATMs.",banking
193,VK-JERUMY,जंगली रम्मी डाउनलोड करा आणि 8850 रुपये मिळवा http://1kx.in/aXTFRK,spam
194,CP-AXISMF,"Dear Investor, Payment of Rs. 7499.63 towards your SIP in Axis Small Cap Fund Direct Growth has been received and 105.125 units at NAV 71.34 are allotted in Folio XXXXXXXX8994. Axis MF",banking
195,AD-650022,"Get alerts that matter to YOU with Airtel Xsafe, a smart home surveillance solution with real time alerts for person detection. Book now https://i.airtel.in/XSafePre",spam
196,PRMBET,"IND vs ENG Mega T20 Today! Predict  & Win Cash Prizes On PremiumBet! Deposit ₹1000 & Get ₹3000.Play now:👉 http://1mm.in/prmBT ",spam
197,AD-650022,Hi Anupama Umesh Kavari  Introducing Airtel Axis Bank Credit card! You're a pre-qualified customer with credit limit of up to Rs 500000 & annual cashback of Rs 18000. Apply now i.airtel.in/cc_ntc_90,spam
198,OLAELC,"Hey, Get the Ola S1 Pro for Rs.10,000 off with zero loan processing free and reduced interest rates here www.gs.im/l/C3AdNSPxthV",spam
199,AZ-AlRTEL,Avrodh 2 ab Airtel Xstream App par! Payein FREE SonyLiv subscription Airtel Xstream par bina kisi atirikt shulk ke.open.airtelxstream.in/Claim,spam
200,JERMMY ♠♣,"₹8850 Bonus + FREE Entry to ₹2,50,000/- Rummy Tournament Today! Play Rummy & Win Cash prizes Everyday!👉 https://jr1.in/win8850",spam
201,JERMMY ♠♣,"₹8850 Bonus + FREE Entry to ₹2,50,000/- Rummy Tournament Today! Play Rummy & Win Cash prizes Everyday!👉 https://jr1.in/win8850",spam
202,AD-650025,"तुमच्यासारख्या स्मार्ट सेव्हरसाठी बेस्ट सेलर प्लॅन! मिळवा 75GB डाटा रोलओव्हर सह, Amazon प्राइम आणि बरेच काही केवळ रु499 मध्ये. आजच पोस्टपेडवर स्विच करा i.airtel.in/ej",spam
203,AX-SBIUPI,"Dear SBI User, your A/c X7819-debited by Rs39.0 on 10Nov22 transfer to SURESH HARIRAM Ref No 231488019607. If not done by u, fwd this SMS to 9223008333/Call 1800111109 or 09449112211 to block UPI -SBI",banking
204,AZ-AIRTEL,"50% Alert!: for your daily highspeed data limit. Get 12GB data at just Rs118, valid till your current pack. Recharge now i.airtel.in/UnlimitedData-1",spam
205,AZ-650022,"Don't lose out on 200 Mbps WiFi, 17+OTTs & 350+TV Channels at just Rs 1099. Upgrade to Airtel Black today! i.airtel.in/1099DTHBB",spam
206,AZ-650022,"Introducing India's First 3 in 1 entertainment plan! Save upto 60% & get 200Mbps Wifi, 350+TV channels, 16+OTTs with plans starting at Rs699. Explore now i.airtel.in/Black-31",spam
207,AD-ICICIB,Income Tax Department has migrated ICICI Bank to new Tax Information Network version2.0 for payment of Direct Tax. For details visit https://rb.gy/04g28s,spam
208,AX-PANTLS,"Rohan, FLAT 30% OFF @Pantaloons cuz we promised you #NonStopCelebrations!!Our 25th Birthday celebrations continue with a MID-SEASON SALE on your fav's from our exclusive Brands, so SEE YOU SOON at Pantaloons.To shop online tlur.in/dxrowTC. on select range till stocks last",spam
209,BP-LNKART,"Dear Customer, keep it clear with chic, see-through TRANSPARENT Eyewear by Lenskart. Turn on the style radars!BUY1GET1 @1199.TnCApp: lskt.me/as",spam
210,AX-PVRVIP,"Attn. Marvel Fans! Black Panther: Wakanda forever is now showing at PVR. Get INR 100 OFF on ticket via PVR App, use code APP100 on 1st booking. cutt.ly/CMphptj",spam
211,HAPSTR,"₹100 FREE to Play PAK vs ENG T20 Predictions on HappiStar!Predict the Winner & Win Real Cash PrizesPlay now:👉 https://1mm.in/HStar",spam
212,AZ-AIRTEL,"50% Alert!: for your daily highspeed data limit. Get 12GB data at just Rs118, valid till your current pack. Recharge now i.airtel.in/UnlimitedData-1",spam
213,AZ-650022,"Don't lose out on 200 Mbps WiFi, 17+OTTs & 350+TV Channels at just Rs 1099. Upgrade to Airtel Black today! i.airtel.in/1099DTHBB",spam
214,AD-AIRTEL,"Do not miss out on superior indoor coverage with Airtel WiFi Calling! For better experience, change your smartphone settings today. Click u.airtel.in/hKOOl5",spam
215,AZ-650022,"Introducing India's First 3 in 1 entertainment plan! Save upto 60% & get 200Mbps Wifi, 350+TV channels, 16+OTTs with plans starting at Rs699. Explore now i.airtel.in/Black-31",spam
216,AZ-AIRTEL,"50% Alert!: for your daily highspeed data limit. Get 12GB data at just Rs118, valid till your current pack. Recharge now i.airtel.in/UnlimitedData-1",spam
217,AD-650025,"तुमच्या नॉन-स्टॉप शिकण्याच्या अनुभवासाठी.कुटुंबासाठी,मित्रांसाठी प्रीपेड सिम ऑनलाइन ऑर्डर करा आणि मोफत डिलिव्हरी मिळवा.आता ऑर्डर करा i.airtel.in/vof1",spam
218,SBIUPI,"Dear SBI User, your A/c X7819-debited by Rs79.0 on 12Nov22 transfer to A D Mart Ref No 231633773243. If not done by u, fwd this SMS to 9223008333/Call 1800111109 or 09449112211 to block UPI -SBI",banking
219,CP-398768,"Hi,10,000+ Professionals followed this Roadmap to become Top Data scientists!Download FREE Roadmap: weurl.co/apMXoO -Analytics Vidhya",spam
220,JLRMMY,"Play Rummy & Win Cash ! ₹36.8 Lakhs Prize Pool Today on Junglee Rummy! Download the app now,👉 https://jr1.in/win8850",spam
221,AZ-AIRINF,"You have successfully redeemed 2 GB data. This data is valid for 1 day, TnC Apply. For more info, visit Airtel Thanks App.",spam
222,AZ-AIRTEL,"90% Alert!: for your daily highspeed data limit. Get 3GB + FREE 2GB (on Airtel Thanks App) at Rs58, valid till current pack. Recharge now i.airtel.in/D58",spam
223,AZ-AIRTEL,"100% ALERT!: for your daily highspeed data limit. Get 3GB + FREE 2GB (on Airtel Thanks App) at Rs58, valid till current pack. Recharge now i.airtel.in/D58",spam
224,AX-RCNTRO,"Dear Customer,Now experience Pune's largest Fashion destination Reliance 'CENTRO'  with 300 + Brands under one roof @ Karve Road,Near Garware college,Pune. Get Rs.1000 Voucher on shop of Rs.5000 or Rs.3000 Voucher on shop of Rs.10000 TnC See you at store",spam
225,JM-BITSPL,Thank you for your interest in BITS Pilani Work Integrated Learning Programmes for working professionals. Submit application form before Dec05 Visit bit.ly/3BJrXCM,spam
226,AZ-650007,"Disney+ Hotstar par Brahmastra : Part One ? Shiva miss na karein!Recharge karein Airtel Rs181 pack se aur payein Disney+ Hotstar ka 3 mahine ka subscription,1GB/din,30 din. Benefit maujooda UL pack benefit ke atirikt haii.airtel.in/RC181",spam
227,AD-650025,YOU can now Stream content without any interruption! Just switch to Airtel Xstream Fiber & get 16+ OTTs along with superfast WiFi speed at just Rs 699! i.airtel.in/killerspeed,spam
228,QP-NBHome,"Hi rohan kavari, if your 1 BHK home is still available for rent, NoBroker can promote your posting so that it appears to the most qualified searchers. - https://u1.mnge.co/kv03kOX",spam
229,AD-SBIUPI,"Dear SBI User, your A/c X7819-debited by Rs200.0 on 13Nov22 transfer to SHINDEAUTOMOBILES Ref No 231755698894. If not done by u, fwd this SMS to 9223008333/Call 1800111109 or 09449112211 to block UPI -SBI",banking
230,AX-SBIUPI,"Dear SBI User, your A/c X7819-debited by Rs1150.0 on 13Nov22 transfer to Salauddin Ref No 231758516662. If not done by u, fwd this SMS to 9223008333/Call 1800111109 or 09449112211 to block UPI -SBI",banking
231,ZEPTON,"Dear customer, we're giving you upto 20% off on buying fruits & veggies today! Use code FAST1OO & get Rs.100 off too. Hurry! Zepto now: www.gs.im/l/s2pXWyg4ZzU",spam
232,BZ-ZEPTON,"Dear customer, we're giving you upto 20% off on buying fruits & veggies today! Use code FAST1OO & get Rs.100 off too. Hurry! Zepto now: www.gs.im/l/s2pXWyg4ZzU",spam
233,SBIUPI,"Dear SBI User, your A/c X7819-debited by Rs40.0 on 13Nov22 transfer to SAIKAT MANDAL Ref No 231761251357. If not done by u, fwd this SMS to 9223008333/Call 1800111109 or 09449112211 to block UPI -SBI",banking
234,AZ-AIRTEL,"50% Alert!: for your daily highspeed data limit. Get 12GB data at just Rs118, valid till your current pack. Recharge now i.airtel.in/UnlimitedData-1",spam
235,AZ-AIRINF,"You have successfully redeemed 2 GB data. This data is valid for 1 day, TnC Apply. For more info, visit Airtel Thanks App.",spam
236,AZ-AIRTEL,"90% Alert!: for your daily highspeed data limit. Get 3GB + FREE 2GB (on Airtel Thanks App) at Rs58, valid till current pack. Recharge now i.airtel.in/D58",spam
237,AZ-AIRTEL,"100% ALERT!: for your daily highspeed data limit. Get 3GB + FREE 2GB (on Airtel Thanks App) at Rs58, valid till current pack. Recharge now i.airtel.in/D58",spam
238,AX-SBIUPI,"Dear SBI User, your A/c X7819-debited by Rs30.0 on 13Nov22 transfer to LAXMAN LAL BHIL Ref No 231770584364. If not done by u, fwd this SMS to 9223008333/Call 1800111109 or 09449112211 to block UPI -SBI",banking
